quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
37/2	1.5	5	5	5/8	5/8	4/4	2	1	viio6		C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
20	1.0	6	6	0	0	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
21	1.0	6	6	1/4	1/4	4/4	2	1	I64		C	I		I64	I		64					M	0	0	1, 0, 4		0	1
22	1.0	6	6	1/2	1/2	4/4	2	1	vi7		C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
23	1.0	6	6	3/4	3/4	4/4	2	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
24	0.5	7	7	0	0	4/4	2	1	vii%65/V		C	I		vii%65/V	vii	%	65		V			%7	0	0	3, 0, 4, 6		6	3
49/2	0.5	7	7	1/8	1/8	4/4	2	1	V43/V		C	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
25	0.5	7	7	1/4	1/4	4/4	2	1	V(64)		C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
51/2	0.5	7	7	3/8	3/8	4/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
26	0.5	7	7	1/2	1/2	4/4	2	1	IVM7(9)		C	I		IVM7(9)	IV	M	7	9				MM7	0	0	-1, 3, 0, 4	1	-1	-1
53/2	0.5	7	7	5/8	5/8	4/4	2	1	ii7(119)		C	I		ii7(119)	ii		7	119				mm7	0	0	2, -1, 3, 0	1, 4	2	2
27	0.5	7	7	3/4	3/4	4/4	2	1	ii(2)		C	I		ii(2)	ii			2				m	0	0	4, -1, 3		2	4
55/2	0.5	7	7	7/8	7/8	4/4	2	1	IVM7		C	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
28	0.5	8	8	0	0	4/4	2	1	V[V7		C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
57/2	0.5	8	8	1/8	1/8	4/4	2	1	IV		C	I	V	IV	IV							M	0	0	-1, 3, 0		-1	-1
29	0.5	8	8	1/4	1/4	4/4	2	1	iii7		C	I	V	iii7	iii		7					mm7	0	0	4, 1, 5, 2		4	4
59/2	0.5	8	8	3/8	3/8	4/4	2	1	I(2)		C	I	V	I(2)	I			2				M	0	0	2, 4, 1		0	2
30	0.5	8	8	1/2	1/2	4/4	2	1	V7(94)		C	I	V	V7(94)	V		7	94				Mm7	0	0	1, 0, 2, -1	3	1	1
61/2	0.5	8	8	5/8	5/8	4/4	2	1	V7(9)		C	I	V	V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
31	0.5	8	8	3/4	3/4	4/4	2	1	IM7		C	I	V	IM7	I	M	7					MM7	0	0	0, 4, 1, 5		0	0
63/2	0.5	8	8	7/8	7/8	4/4	2	1	V		C	I	V	V	V							M	0	0	1, 5, 2		1	1
32	0.5	9	9	0	0	4/4	2	1	vi64		C	I	V	vi64	vi		64					m	0	0	4, 3, 0		3	4
65/2	0.5	9	9	1/8	1/8	4/4	2	1	iii		C	I	V	iii	iii							m	0	0	4, 1, 5		4	4
33	0.5	9	9	1/4	1/4	4/4	2	1	ii7		C	I	V	ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
67/2	0.5	9	9	3/8	3/8	4/4	2	1	V(+4)		C	I	V	V(+4)	V			+4				M	0	0	1, 5, 2	0	1	1
34	1.0	9	9	1/2	1/2	4/4	2	1	IM2		C	I	V	IM2	I	M	2					MM7	0	0	5, 0, 4, 1		0	5
35	0.5	9	9	3/4	3/4	4/4	2	1	V7(9)		C	I	V	V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
71/2	0.5	9	9	7/8	7/8	4/4	2	1	IV64		C	I	V	IV64	IV		64					M	0	0	0, -1, 3		-1	0
36	0.5	10	10	0	0	4/4	2	1	V7		C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
73/2	0.5	10	10	1/8	1/8	4/4	2	1	V(9)		C	I	V	V(9)	V			9				M	0	0	1, 5, 2	3	1	1
37	0.5	10	10	1/4	1/4	4/4	2	1	I6		C	I	V	I6	I		6					M	0	0	4, 1, 0		0	4
75/2	0.5	10	10	3/8	3/8	4/4	2	1	viio6		C	I	V	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
38	0.5	10	10	1/2	1/2	4/4	2	1	vi6		C	I	V	vi6	vi		6					m	0	0	0, 4, 3		3	0
77/2	0.5	10	10	5/8	5/8	4/4	2	1	vi7		C	I	V	vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
39	0.5	10	10	3/4	3/4	4/4	2	1	viio6		C	I	V	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
79/2	0.5	10	10	7/8	7/8	4/4	2	1	vi6		C	I	V	vi6	vi		6					m	0	0	0, 4, 3		3	0
40	0.5	11	11	0	0	4/4	2	1	V		C	I	V	V	V							M	0	0	1, 5, 2		1	1
81/2	0.5	11	11	1/8	1/8	4/4	2	1	vii6		C	I	V	vii6	vii		6					m	0	0	2, 6, 5		5	2
41	0.5	11	11	1/4	1/4	4/4	2	1	IV64		C	I	V	IV64	IV		64					M	0	0	0, -1, 3		-1	0
83/2	0.5	11	11	3/8	3/8	4/4	2	1	vi		C	I	V	vi	vi							m	0	0	3, 0, 4		3	3
42	0.5	11	11	1/2	1/2	4/4	2	1	viio6		C	I	V	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
85/2	0.5	11	11	5/8	5/8	4/4	2	1	V(9)		C	I	V	V(9)	V			9				M	0	0	1, 5, 2	3	1	1
43	0.5	11	11	3/4	3/4	4/4	2	1	I6		C	I	V	I6	I		6					M	0	0	4, 1, 0		0	4
87/2	0.5	11	11	7/8	7/8	4/4	2	1	vii%43/V		C	I	V	vii%43/V	vii	%	43		V			%7	0	0	0, 4, 6, 3		6	0
44	0.5	12	12	0	0	4/4	2	1	V7(9)		C	I	V	V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
89/2	0.5	12	12	1/8	1/8	4/4	2	1	#viio6/ii		C	I	V	#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
45	0.5	12	12	1/4	1/4	4/4	2	1	v		C	I	V	v	v							m	0	0	1, -2, 2		1	1
91/2	0.5	12	12	3/8	3/8	4/4	2	1	V6/ii		C	I	V	V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
46	0.5	12	12	1/2	1/2	4/4	2	1	#viio43/vi		C	I	V	#viio43/vi	#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
93/2	0.5	12	12	5/8	5/8	4/4	2	1	#viio6/ii		C	I	V	#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
47	0.5	12	12	3/4	3/4	4/4	2	1	ii6		C	I	V	ii6	ii		6					m	0	0	-1, 3, 2		2	-1
95/2	0.5	12	12	7/8	7/8	4/4	2	1	viio6/IV		C	I	V	viio6/IV	vii	o	6		IV			o	0	0	1, -2, 4		4	1
48	0.5	13	13	0	0	4/4	2	1	viio2		C	I	V	viio2	vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
97/2	0.5	13	13	1/8	1/8	4/4	2	1	#viio43/ii		C	I	V	#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
49	0.5	13	13	1/4	1/4	4/4	2	1	ii6		C	I	V	ii6	ii		6					m	0	0	-1, 3, 2		2	-1
99/2	0.5	13	13	3/8	3/8	4/4	2	1	#viio6/vii		C	I	V	#viio6/vii	#vii	o	6		vii			o	0	0	7, 4, 10		10	7
50	0.5	13	13	1/2	1/2	4/4	2	1	V7		C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
101/2	0.5	13	13	5/8	5/8	4/4	2	1	#viio43/ii		C	I	V	#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
51	0.5	13	13	3/4	3/4	4/4	2	1	ii6		C	I	V	ii6	ii		6					m	0	0	-1, 3, 2		2	-1
103/2	0.5	13	13	7/8	7/8	4/4	2	1	V43/IV]		C	I	V	V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
52	2.0	14	14	0	0	4/4	2	1	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
54	2.0	14	14	1/2	1/2	4/4	2	1	IVM2		C	I		IVM2	IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
56	1.0	15	15	0	0	4/4	2	1	ii7		C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
57	0.5	15	15	1/4	1/4	4/4	2	1	viio6		C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
115/2	0.5	15	15	3/8	3/8	4/4	2	1	ii7		C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
58	1.0	15	15	1/2	1/2	4/4	2	1	V.V		C	V		V	V							M	0	0	1, 5, 2		1	1
59	0.5	15	15	3/4	3/4	4/4	2	1	V2		C	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
119/2	0.5	15	15	7/8	7/8	4/4	2	1	V7		C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
60	1.0	16	16	0	0	4/4	2	1	vi7		C	V		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
61	0.5	16	16	1/4	1/4	4/4	2	1	IV6		C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
123/2	0.5	16	16	3/8	3/8	4/4	2	1	vi7		C	V		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
62	1.0	16	16	1/2	1/2	4/4	2	1	V(6)/ii		C	V		V(6)/ii	V			6	ii			M	0	0	3, 7, -1		3	3
63	0.5	16	16	3/4	3/4	4/4	2	1	V2/ii		C	V		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
127/2	0.5	16	16	7/8	7/8	4/4	2	1	V7/ii		C	V		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
64	1.0	17	17	0	0	4/4	2	1	vii%7		C	V		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
65	1.0	17	17	1/4	1/4	4/4	2	1	ii64		C	V		ii64	ii		64					m	0	0	3, 2, -1		2	3
66	1.0	17	17	1/2	1/2	4/4	2	1	V7		C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
67	0.5	17	17	3/4	3/4	4/4	2	1	ii65		C	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
135/2	0.5	17	17	7/8	7/8	4/4	2	1	viio64		C	V		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
68	1.0	18	18	0	0	4/4	2	1	I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
69	0.5	18	18	1/4	1/4	4/4	2	1	ii		C	V		ii	ii							m	0	0	2, -1, 3		2	2
139/2	0.5	18	18	3/8	3/8	4/4	2	1	viio6		C	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
70	1.0	18	18	1/2	1/2	4/4	2	1	I		C	V		I	I							M	0	0	0, 4, 1		0	0
71	0.5	18	18	3/4	3/4	4/4	2	1	viio6		C	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
143/2	0.5	18	18	7/8	7/8	4/4	2	1	ii		C	V		ii	ii							m	0	0	2, -1, 3		2	2
72	0.5	19	19	0	0	4/4	2	1	I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
145/2	0.5	19	19	1/8	1/8	4/4	2	1	I		C	V		I	I							M	0	0	0, 4, 1		0	0
73	1.0	19	19	1/4	1/4	4/4	2	1	vii%65		C	V		vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2
74	0.5	19	19	1/2	1/2	4/4	2	1	vii%43		C	V		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
149/2	0.5	19	19	5/8	5/8	4/4	2	1	V2		C	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
75	0.5	19	19	3/4	3/4	4/4	2	1	vii%43		C	V		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
151/2	0.5	19	19	7/8	7/8	4/4	2	1	IVM7		C	V		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
76	1.0	20	20	0	0	4/4	2	1	vii%43		C	V		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
77	1.0	20	20	1/4	1/4	4/4	2	1	V65		C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
78	1.5	20	20	1/2	1/2	4/4	2	1	V43		C	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
159/2	0.5	20	20	7/8	7/8	4/4	2	1	ii7		C	V		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
80	0.5	21	21	0	0	4/4	2	1	vii%65		C	V		vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2
161/2	0.5	21	21	1/8	1/8	4/4	2	1	viio6		C	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
81	0.5	21	21	1/4	1/4	4/4	2	1	I(#4)		C	V		I(#4)	I			#4				M	0	0	0, 4, 6		0	0
163/2	0.5	21	21	3/8	3/8	4/4	2	1	I		C	V		I	I							M	0	0	0, 4, 1		0	0
82	0.5	21	21	1/2	1/2	4/4	2	1	viio		C	V		viio	vii	o						o	0	0	5, 2, -1		5	5
165/2	0.5	21	21	5/8	5/8	4/4	2	1	vii%7		C	V		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
83	0.5	21	21	3/4	3/4	4/4	2	1	I		C	V		I	I							M	0	0	0, 4, 1		0	0
167/2	0.5	21	21	7/8	7/8	4/4	2	1	V+/IV		C	V		V+/IV	V	+			IV			+	0	0	0, 4, 8		0	0
84	0.5	22	22	0	0	4/4	2	1	vii%65		C	V		vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2
169/2	0.5	22	22	1/8	1/8	4/4	2	1	vii%7		C	V		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
85	0.5	22	22	1/4	1/4	4/4	2	1	#viio7/ii		C	V		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
171/2	0.5	22	22	3/8	3/8	4/4	2	1	iv64/ii		C	V		iv64/ii	iv		64		ii			m	0	0	2, 1, -2		1	2
86	3.0	22	22	1/2	1/2	4/4	2	1	#viio65/ii		C	V		#viio65/ii	#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
89	0.5	23	23	1/4	1/4	4/4	2	1	ii6		C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
179/2	0.5	23	23	3/8	3/8	4/4	2	1	IVM7		C	V		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
90	0.5	23	23	1/2	1/2	4/4	2	1	viio7(11)/V		C	V		viio7(11)/V	vii	o	7	11	V			o7	0	0	6, 3, 0, -3	5	6	6
181/2	0.5	23	23	5/8	5/8	4/4	2	1	viio7/V		C	V		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
91	0.5	23	23	3/4	3/4	4/4	2	1	V7(4)		C	V		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
183/2	0.5	23	23	7/8	7/8	4/4	2	1	V65/vi		C	V		V65/vi	V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
92	0.5	24	24	0	0	4/4	2	1	IV6		C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
185/2	0.5	24	24	1/8	1/8	4/4	2	1	IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
93	0.5	24	24	1/4	1/4	4/4	2	1	V7		C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
187/2	0.5	24	24	3/8	3/8	4/4	2	1	#viio7/vi		C	V		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
94	0.5	24	24	1/2	1/2	4/4	2	1	vi		C	V		vi	vi							m	0	0	3, 0, 4		3	3
189/2	0.5	24	24	5/8	5/8	4/4	2	1	V(64)		C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
95	0.5	24	24	3/4	3/4	4/4	2	1	ii64		C	V		ii64	ii		64					m	0	0	3, 2, -1		2	3
191/2	0.5	24	24	7/8	7/8	4/4	2	1	viio7		C	V		viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
96	0.5	25	25	0	0	4/4	2	1	I		C	V		I	I							M	0	0	0, 4, 1		0	0
193/2	0.5	25	25	1/8	1/8	4/4	2	1	iii64		C	V		iii64	iii		64					m	0	0	5, 4, 1		4	5
97	0.5	25	25	1/4	1/4	4/4	2	1	IV64(#11)		C	V		IV64(#11)	IV		64	#11				M	0	0	0, -1, 3	12	-1	0
195/2	0.5	25	25	3/8	3/8	4/4	2	1	viio65		C	V		viio65	vii	o	65					o7	0	0	2, -1, -4, 5		5	2
98	0.5	25	25	1/2	1/2	4/4	2	1	I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
197/2	0.5	25	25	5/8	5/8	4/4	2	1	V64		C	V		V64	V		64					M	0	0	2, 1, 5		1	2
99	0.5	25	25	3/4	3/4	4/4	2	1	V64(9)/ii		C	V		V64(9)/ii	V		64	9	ii			M	0	0	4, 3, 7	-2	3	4
199/2	0.5	25	25	7/8	7/8	4/4	2	1	ii6		C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
100	2.0	26	26	0	0	4/4	2	1	V7(4)		C	V		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
102	2.0	26	26	1/2	1/2	4/4	2	1	V7		C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
104	1.5	27	27	0	0	4/4	2	1	I\\		C	V		I	I						\\	M	0	0	0, 4, 1		0	0
211/2	0.5	27	27	3/8	3/8	4/4	2	1	V7/IV		C	V		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
106	1.0	27	27	1/2	1/2	4/4	2	1	ii6(13#7)		C	V		ii6(13#7)	ii		6	13#7				m	0	0	-1, 3, 7	5	2	-1
107	0.5	27	27	3/4	3/4	4/4	2	1	ii6(#7)		C	V		ii6(#7)	ii		6	#7				m	0	0	-1, 3, 7		2	-1
215/2	0.5	27	27	7/8	7/8	4/4	2	1	ii6		C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
108	1.0	28	28	0	0	4/4	2	1	V7/IV		C	V		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
109	0.5	28	28	1/4	1/4	4/4	2	1	IV/IV		C	V		IV/IV	IV				IV			M	0	0	-2, 2, -1		-2	-2
219/2	0.5	28	28	3/8	3/8	4/4	2	1	V2/IV		C	V		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
110	0.5	28	28	1/2	1/2	4/4	2	1	viio2		C	V		viio2	vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
221/2	0.5	28	28	5/8	5/8	4/4	2	1	iv6		C	V		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
111	0.5	28	28	3/4	3/4	4/4	2	1	V(6)		C	V		V(6)	V			6				M	0	0	1, 5, 4		1	1
223/2	0.5	28	28	7/8	7/8	4/4	2	1	V7		C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
112	1.5	29	29	0	0	4/4	2	1	I[I		C	V	I	I	I							M	0	0	0, 4, 1		0	0
227/2	0.5	29	29	3/8	3/8	4/4	2	1	V7/IV		C	V	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
114	1.0	29	29	1/2	1/2	4/4	2	1	ii6(13#7)		C	V	I	ii6(13#7)	ii		6	13#7				m	0	0	-1, 3, 7	5	2	-1
115	0.5	29	29	3/4	3/4	4/4	2	1	ii6(#7)		C	V	I	ii6(#7)	ii		6	#7				m	0	0	-1, 3, 7		2	-1
231/2	0.5	29	29	7/8	7/8	4/4	2	1	ii6		C	V	I	ii6	ii		6					m	0	0	-1, 3, 2		2	-1
116	1.0	30	30	0	0	4/4	2	1	V7/IV		C	V	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
117	0.5	30	30	1/4	1/4	4/4	2	1	IV64/IV		C	V	I	IV64/IV	IV		64		IV			M	0	0	-1, -2, 2		-2	-1
235/2	0.5	30	30	3/8	3/8	4/4	2	1	V7/IV		C	V	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
118	0.5	30	30	1/2	1/2	4/4	2	1	viio65		C	V	I	viio65	vii	o	65					o7	0	0	2, -1, -4, 5		5	2
237/2	0.5	30	30	5/8	5/8	4/4	2	1	iv64		C	V	I	iv64	iv		64					m	0	0	0, -1, -4		-1	0
119	1.0	30	30	3/4	3/4	4/4	2	1	V65		C	V	I	V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
120	2.0	31	31	0	0	4/4	2	1	I		C	V	I	I	I							M	0	0	0, 4, 1		0	0
122	1.5	31	31	1/2	1/2	4/4	2	1	V2		C	V	I	V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
247/2	0.5	31	31	7/8	7/8	4/4	2	1	viio43		C	V	I	viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
124	1.0	32	32	0	0	4/4	2	1	V7(9)/IV		C	V	I	V7(9)/IV	V		7	9	IV			Mm7	0	0	0, 4, 1, -2	2	0	0
125	0.5	32	32	1/4	1/4	4/4	2	1	IV		C	V	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
251/2	0.5	32	32	3/8	3/8	4/4	2	1	viio2		C	V	I	viio2	vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
126	2.0	32	32	1/2	1/2	4/4	2	1	I		C	V	I	I	I							M	0	0	0, 4, 1		0	0
128	1.0	33	33	0	0	4/4	2	1	V		C	V	I	V	V							M	0	0	1, 5, 2		1	1
129	0.5	33	33	1/4	1/4	4/4	2	1	V7		C	V	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
259/2	0.5	33	33	3/8	3/8	4/4	2	1	viio2		C	V	I	viio2	vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
130	0.5	33	33	1/2	1/2	4/4	2	1	V7(94)/IV		C	V	I	V7(94)/IV	V		7	94	IV			Mm7	0	0	0, -1, 1, -2	2	0	0
261/2	0.5	33	33	5/8	5/8	4/4	2	1	V7/IV		C	V	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
131	0.5	33	33	3/4	3/4	4/4	2	1	IV		C	V	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
263/2	0.5	33	33	7/8	7/8	4/4	2	1	viio7]		C	V	I	viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
132	0.5	34	34	0	0	4/4	2	1	I.V[V7(4)		C	I	V	V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
265/2	0.5	34	34	1/8	1/8	4/4	2	1	V7		C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
133	1.0	34	34	1/4	1/4	4/4	2	1	vii%2		C	I	V	vii%2	vii	%	2					%7	0	0	3, 5, 2, -1		5	3
134	1.0	34	34	1/2	1/2	4/4	2	1	V(964)		C	I	V	V(964)	V			964				M	0	0	1, 0, 4	3	1	1
135	0.5	34	34	3/4	3/4	4/4	2	1	V(64)		C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
271/2	0.25	34	34	7/8	7/8	4/4	2	1	vii%65/V		C	I	V	vii%65/V	vii	%	65		V			%7	0	0	3, 0, 4, 6		6	3
543/4	0.25	34	34	15/16	15/16	4/4	2	1	viio65/V		C	I	V	viio65/V	vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
136	0.5	35	35	0	0	4/4	2	1	V7(94)		C	I	V	V7(94)	V		7	94				Mm7	0	0	1, 0, 2, -1	3	1	1
273/2	0.5	35	35	1/8	1/8	4/4	2	1	V7(9)		C	I	V	V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
137	1.0	35	35	1/4	1/4	4/4	2	1	vii%2		C	I	V	vii%2	vii	%	2					%7	0	0	3, 5, 2, -1		5	3
138	1.0	35	35	1/2	1/2	4/4	2	1	V(964)		C	I	V	V(964)	V			964				M	0	0	1, 0, 4	3	1	1
139	0.5	35	35	3/4	3/4	4/4	2	1	V(64)		C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
279/2	0.25	35	35	7/8	7/8	4/4	2	1	vii%65/V		C	I	V	vii%65/V	vii	%	65		V			%7	0	0	3, 0, 4, 6		6	3
559/4	0.25	35	35	15/16	15/16	4/4	2	1	viio65/V		C	I	V	viio65/V	vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
140	0.5	36	36	0	0	4/4	2	1	V7(4)		C	I	V	V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
281/2	1.0	36	36	1/8	1/8	4/4	2	1	V7		C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
